study_hours,sleep_hours,attendance,stress_level,exam_score
4.370861069626263,7.490808570098726,59.25664644193098,5.671736066225963,43.07862304084863
9.556428757689245,6.680481831720602,77.0950473689179,5.312636898667579,70.96356425197675
7.587945476302646,5.547638081431639,93.64729179382041,1.2307785922579213,70.39758501625333
6.387926357773329,8.068975098534743,86.61124432047805,4.071230448635407,66.06107606492803
2.4041677639819286,7.4236558627693965,90.32805739307248,4.421760569072713,45.34106600115339
2.403950683025824,4.813084696724457,82.93916833553587,4.589405028072104,32.26167321490477
1.5227525095137953,8.554635922469213,84.61382822589263,6.221551323045991,40.74271045198221
8.795585311974417,8.112686214615845,92.45978257826596,5.802422920541906,74.66084867620387
6.41003510568888,8.74899956645962,62.483400442959294,6.471145835141002,57.808828057436244
7.372653200164409,7.6285975419418,74.47124818215703,7.883949353879155,57.380986197024896
1.185260448662222,7.0670759796789495,61.06047209098011,8.316871648444842,17.857400783108417
9.72918866945795,6.091215181453094,99.38340039983234,7.46310768603845,73.6381443922607
8.491983767203795,8.663642416770067,97.20296698433066,9.599713263594412,70.16570075019135
2.9110519961044856,8.330319447502042,51.9713405684253,1.1640932440872547,47.049644834302676
2.636424704863906,4.226093350530947,85.27875862578442,2.7620018711519148,37.526132993215164
2.650640588680904,4.13183487248626,96.26241587078329,1.068065874803279,43.7969374208216
3.7381801866358395,5.882316834390248,59.02876725636668,6.827272427391427,31.36396831906733
5.72280788469014,8.052766653909163,78.39726152763147,9.082274940549881,49.22913645491213
4.887505167779041,8.936380646574722,95.77441487940209,3.1913406691866935,65.60739877537006
3.6210622617823773,4.752084455517641,51.69729892928994,9.34331090316676,21.505823808650785
6.506676052501415,6.970653576760675,84.871013362342,1.5424065126060476,67.92184650437866
2.2554447458683766,5.904454283155108,64.86745036862754,9.409924241249628,20.431064560786652
3.629301836816963,8.849571989073016,96.21980976882652,4.16460418515671,56.54283869962281
4.297256589643226,8.210594615678543,98.55291225826838,1.9127874560429485,61.931791370224566
5.104629857953324,8.19164352355569,97.2133244556717,5.372845832676931,55.56478945440315
8.066583652537123,6.343465798974851,73.71071083287319,3.3109891094845714,69.81295831613
2.7970640394252375,6.074097511688326,93.10213254946567,3.5638561176573056,42.23114385317359
5.628109945722504,5.367035359653531,92.22746992675351,3.765609684336579,53.5354255502219
6.331731119758382,4.281877483254636,65.95502366216279,8.22723308049397,41.64196501446233
1.4180537144799796,8.323611881275266,91.44577370753387,5.85245149007729,40.942630676435314
6.467903667112945,8.064505045650389,51.85038173577463,3.8017692924040327,57.26792759690596
2.5347171131856236,8.998588366430653,79.81349392410266,6.493004049798265,42.769401050140026
1.5854643368675156,8.983184185369527,61.50044186438515,7.445356068008742,33.143883477966845
9.539969835279999,6.777158528013137,56.02834428886394,3.453616006601804,73.71597281953487
9.690688297671034,7.8449370759025525,53.84766008146046,4.7219419137281635,73.66678401545302
8.275576133048151,8.723828649412141,84.81443879390699,2.096974840032528,79.58424901402688
3.741523922560336,8.248236953387057,66.9937481884033,2.630344145812123,49.93521137772182
1.8790490260574548,5.236740508715988,86.23833857643808,7.130060685684845,28.26530076644591
7.158097238609412,6.252720676550467,53.26781703994712,2.6329451292606425,57.79204334819539
4.961372443656412,4.645797075757475,65.76451689153052,5.726470453003541,34.6015149508643
2.0983441136030097,8.770255136293612,76.97456461876686,7.381416355501894,38.3076857979608
5.456592191001432,7.030873172254401,89.53615824194819,1.9618923078526946,64.16689718662701
1.3094966900369656,5.143214027517313,65.9376251466035,6.105809976660132,18.227165737653525
9.18388361870904,7.358503422029283,81.29456882185045,3.309065053312274,75.61625060795872
3.3290198344001523,7.090641202289479,94.29888741180935,9.666341877138219,38.68242502896502
6.962700559185838,5.790813590164202,80.79315940911523,5.351910820479323,61.75574474670961
3.8053996848046987,4.567787960998145,61.64797373768169,8.253932947976423,28.593678573952236
5.680612190600297,7.357865977963998,51.220039077826904,5.952038879406356,47.36058306118788
5.920392514089517,6.601538504518967,93.50494369504649,1.3907127956933725,64.96034834941736
2.6636900997297435,7.861591958678197,51.063470542519354,6.698362380346201,36.46894856079115
9.726261649881026,6.6008175055599665,93.73508363420997,9.562630079859913,66.76358897495813
7.976195410250031,8.260907501592701,76.4468567013606,6.414506381316981,65.52567412036592
9.455490474077703,6.759534193872428,96.95338492564481,8.372699734841111,69.23584542308848
9.053446153848839,6.804689857676932,89.93916178868326,8.957858170135669,63.846759143222876
6.381099809299767,8.383268013291726,99.89670552666686,3.0527179475403923,71.17454892861619
9.296868115208051,6.017414331061985,67.53559077258551,2.90840355917404,75.47625152233435
1.7964325184672756,4.670076142253204,88.35941444655634,6.498828899658926,28.31277465532147
2.763845761772307,4.143913381566695,70.0965456804621,4.699256228260342,30.36705862888078
1.4070456001948426,7.775686278368095,73.99378101519544,8.558751725800484,27.45991704968553
3.927972976869379,7.1015477567673235,81.37527316091851,9.1002081105821,35.89276494827505
4.498095607205338,7.520398840496117,93.68385570931693,4.180792413724463,57.19308042622382
3.442141285965063,5.064820807544553,99.20417345996475,3.1318350307703384,45.82665908888564
8.458637582367365,4.681857377933849,88.41367069322591,8.024729637194756,57.61107508271279
4.210779940242304,4.07272332833941,70.8883391083667,3.4732543199332246,46.88944400372636
3.5284105871864266,5.752937794032984,71.06785011385351,8.403528866623105,32.904884424286955
5.884264748424236,6.949588434273165,86.87911507944457,4.813644282838865,56.515041394961486
2.2683180247728636,5.9612202254986615,61.938857288415115,7.0079490936232345,26.744408878385773
8.219772826786357,6.1873746101186455,55.52370565656973,1.8598178245120136,69.34298486497116
1.6709557931179373,8.520793472468743,67.73110788203883,6.614733922089157,34.460453936300894
9.881982429404655,5.741277335116502,64.36194958270409,5.065909108635062,66.49775989500876
7.9502029236699165,6.569947445799054,64.81540602279951,6.279476168579267,61.70344369229853
2.7884411338075514,7.918265063705715,61.680387552495496,2.5121278697037708,43.67253446016847
1.0496990541124216,5.982713911606351,52.104659481818096,7.631863704497639,22.100437045184595
